Product_ID,Name,Category,Price,Material,Eco_Certifications,Sustainability_Score,Avg_Rating,Carbon_Footprint (kg CO2),Biodegradability (%),Water_Usage (L),Energy_Consumption (kWh),Supply_Chain_Transparency,Image_URL
P284,Plant-Based Shampoo Bar (P284),Personal Care,19.06,Coconut Oil & Essential Oils,USDA Organic,9,4.1,2.28,98,59,0.77,High,https://th.bing.com/th/id/OIP.9zCvBsTkewcUj17gz4BOaQHaJQ?w=168&h=192&c=7&r=0&o=5&dpr=1.3&pid=1.7
P285,Handy Travel Pouch (P285),Travel,141.45,Hemp Fabric,Carbon Neutral,8.1,5,10.82,53,24.1,2.1,Medium,https://th.bing.com/th/id/OIP.9lgnl_kNx2Ecuyk9OCu7JQHaLH?w=117&h=180&c=7&r=0&o=5&dpr=1.3&pid=1.7
P286,Organic Plushie (P286),Toys,22.56,Organic Cotton & Natural Dyes,FSC,10,4.1,5.7,99,27.6,2.95,High,https://th.bing.com/th/id/OIP.9DTlGE4FyIucMIJED3Uo6QHaHa?w=193&h=193&c=7&r=0&o=5&dpr=1.3&pid=1.7
P287,Glass Food Containers (P287),Kitchen,66.5,Tempered Glass,EcoLabel,9.1,3.5,2.99,83,54.9,2.37,High,https://th.bing.com/th/id/OIP.1pubSZ8r3m_2OtbEO-nAyQHaHa?w=210&h=210&c=7&r=0&o=5&dpr=1.3&pid=1.7
P288,Organic Bedsheets (P288),Clothing,34.95,Linen,EcoLabel,9.6,4.4,3.8,81,182.1,1.13,Medium,https://th.bing.com/th/id/OIP.IgqMzrq3Ib0rcHtNNAv12wHaE8?w=303&h=203&c=7&r=0&o=5&dpr=1.3&pid=1.7
P289,Glass Food Containers (P289),Kitchen,25.32,Tempered Glass,EcoLabel,9,4.1,5.79,87,75.1,1.34,High,https://th.bing.com/th/id/OIP.c5IAsJcUWpj1GXolsTgHIQHaIl?w=173&h=201&c=7&r=0&o=5&dpr=1.3&pid=1.7
P290,Plant-Based Glue Stick (P290),Office Supplies,20.13,Plant-Based Adhesive,FSC,7.8,4.3,1.96,88,29.7,1.92,High,https://th.bing.com/th/id/OIP.9UyRDdorWnWmP_VFd7SOwAHaHa?w=186&h=193&c=7&r=0&o=5&dpr=1.3&pid=1.7
P291,Organic Plushie (P291),Toys,47.54,Organic Cotton & Natural Dyes,EcoLabel,8.8,4.8,2.05,91,40.1,2.37,High,https://th.bing.com/th/id/OIP.Y37KdmjdDnp4IOep9MEdKgAAAA?w=200&h=200&c=7&r=0&o=5&dpr=1.3&pid=1.7
P292,Bamboo Cutting Board (P292),Kitchen,65.2,Bamboo,USDA Organic,9,3.9,4,71,81,2.74,High,https://th.bing.com/th/id/OIP.nNhPMAETckd66NY5zxjdzwHaFq?w=319&h=194&c=7&r=0&o=5&dpr=1.3&pid=1.7
P293,Stainless Steel Lunchbox (P293),Kitchen,58.55,Stainless Steel,USDA Organic,9.8,3.8,4.05,70,26.4,1.02,High,https://th.bing.com/th/id/OIP.wTzKp5vDcKWz6z_CH5fq5wHaGj?w=215&h=191&c=7&r=0&o=5&dpr=1.3&pid=1.7
P294,Bamboo Building Blocks (P294),Toys,47.42,Bamboo,EcoLabel,9.1,3.6,5.72,86,55.3,2.05,High,https://th.bing.com/th/id/OIP.6KpQ23zvC6c5jYzC_nFDvwHaHa?w=177&h=180&c=7&r=0&o=5&dpr=1.3&pid=1.7
P295,Cotton Saree (P295),Clothing,45.13,Organic Cotton,Fair Trade,9.2,3.8,3.72,85,65.3,2.81,High,https://th.bing.com/th/id/OIP.DU9qyui-zRmmMoJaoQ5aqQHaE5?w=208&h=138&c=7&r=0&o=5&dpr=1.3&pid=1.7
P296,Eco-Friendly Highlighters (P296),Stationery,13.18,Plant-Based Plastic,EcoLabel,7.7,4.9,3.51,92,22,1.95,High,https://th.bing.com/th/id/OIP.h2bxVDIG3_VJR0JA260ODAHaHa?w=198&h=198&c=7&r=0&o=5&dpr=1.3&pid=1.7
P297,Bamboo Building Blocks (P297),Toys,22.24,Bamboo,FSC,9.4,4.2,2.83,97,36.5,2.92,High,https://th.bing.com/th/id/OIP.fWIR-1M6pbV5j35wMZ5V6AHaHa?w=150&h=180&c=7&r=0&o=5&dpr=1.3&pid=1.7
P298,Handy Travel Pouch (P298),Travel,127.97,Hemp Fabric,Fair Trade,8.5,3.6,14.28,74,94.5,5.83,High,https://th.bing.com/th/id/OIP.TKPKnizAyH7MESRXUhYu1gHaHa?w=190&h=191&c=7&r=0&o=5&dpr=1.3&pid=1.7
P299,Compost Bin (P299),Gardening,19.21,Recycled Plastic,FSC,9.2,4.9,1.75,99,50.2,0.57,High,https://th.bing.com/th/id/OIP.gxVsp0-bvfcRofs6L0XJOgHaLG?w=128&h=192&c=7&r=0&o=5&dpr=1.3&pid=1.7
P300,Organic Soap Bar (P300),Personal Care,9.27,Shea Butter & Essential Oils,Fair Trade,8.6,3.6,3.13,91,73.4,0.6,High,https://th.bing.com/th/id/OIP.LeuZK22nvPSMNN6FPPO-xgHaHC?w=197&h=187&c=7&r=0&o=5&dpr=1.3&pid=1.7
P301,Bamboo Building Blocks (P301),Toys,33.33,Bamboo,EcoLabel,9.4,4.6,2.22,95,79.7,2.56,High,https://th.bing.com/th/id/OIP.phGAIh045vT4-IWoCxlUJwHaFj?w=276&h=207&c=7&r=0&o=5&dpr=1.3&pid=1.7
P302,Biodegradable Toothbrush (P302),Personal Care,6.05,Bamboo & Plant-Based Bristles,Fair Trade,9.8,4.3,2.72,95,36.9,1.67,High,https://th.bing.com/th/id/OIP.NCQpXZDzwGxoUVW0IkkUywHaHa?w=218&h=218&c=7&r=0&o=5&dpr=1.3&pid=1.7
P303,Pillow Cases (P303),Clothing,26.73,Organic Cotton,GOTS,9.2,4.7,3.38,93,83.9,1.35,Medium,https://th.bing.com/th/id/OIP.F782qnlVpMmgyL4O9xPulAHaHa?w=186&h=186&c=7&r=0&o=5&dpr=1.3&pid=1.7
P304,Reusable Straws (P304),Kitchen,14.02,Stainless Steel,EcoLabel,9,4.6,2.37,61,74.8,3.52,High,https://th.bing.com/th/id/OIP.GRRVOe20JB4_OyToX2pBgQHaHa?w=187&h=187&c=7&r=0&o=5&dpr=1.3&pid=1.7
P305,Wooden Racing Car (P305),Toys,34.21,Solid Wood,EcoLabel,9.6,3.9,3.05,91,29.8,1.21,High,https://th.bing.com/th/id/OIP.KkkAUSuMRT6Yzv8eVeDI9AHaE8?w=232&h=180&c=7&r=0&o=5&dpr=1.3&pid=1.7
P306,Solar-Powered Charger (P306),Electronics,132.14,Recycled Plastic & Solar Panels,Energy Star,6.3,5,22.6,26,26.7,6.33,Low,https://th.bing.com/th/id/OIP.QASsT6e625jkGhr7zvSgwwHaEp?w=300&h=189&c=7&r=0&o=5&dpr=1.3&pid=1.7
P307,Stainless Steel Lunchbox (P307),Kitchen,33.06,Stainless Steel,USDA Organic,9,4.4,2.96,84,62.9,3.86,High,https://th.bing.com/th/id/OIP.ZXg-L_MU-UkspiXBKGvXCgHaHJ?w=215&h=207&c=7&r=0&o=5&dpr=1.3&pid=1.7
P308,Eco-Friendly Highlighters (P308),Stationery,19.67,Plant-Based Plastic,EcoLabel,8.8,3.6,2.32,98,24.6,1.19,High,https://th.bing.com/th/id/OIP.L7K4XOOuailbOdEJWfEWcgHaHa?w=209&h=209&c=7&r=0&o=5&dpr=1.3&pid=1.7
P309,Glass Food Containers (P309),Kitchen,27.41,Tempered Glass,EcoLabel,9.3,3.6,5.97,88,73.1,2.4,High,https://th.bing.com/th/id/OIP.LAccmH0PRWsLzGs74oxK3QHaHs?w=186&h=193&c=7&r=0&o=5&dpr=1.3&pid=1.7
P310,Bamboo Cutting Board (P310),Kitchen,53.44,Bamboo,EcoLabel,9.5,4,4.73,63,68.9,1.6,High,https://th.bing.com/th/id/OIP.c-dMJkh_I6Bx2xTRZ6XK4AHaHa?w=179&h=180&c=7&r=0&o=5&dpr=1.3&pid=1.7
P311,Organic Soap Bar (P311),Personal Care,23.61,Shea Butter & Essential Oils,Fair Trade,9.8,4.7,1.51,91,52.5,1.68,High,https://th.bing.com/th/id/OIP.zq6RBtwiz480isG4si65WgHaHa?w=162&h=180&c=7&r=0&o=5&dpr=1.3&pid=1.7
P312,Organic Plushie (P312),Toys,39.59,Organic Cotton & Natural Dyes,EcoLabel,9.1,4.4,5.66,95,49,2.8,High,https://th.bing.com/th/id/OIP._XZ53mr9rSrNkBswRFm3WwHaE8?w=286&h=191&c=7&r=0&o=5&dpr=1.3&pid=1.7
P313,Eco-Friendly Highlighters (P313),Stationery,9.41,Plant-Based Plastic,EcoLabel,7.6,3.6,3.94,100,29.7,1.94,Medium,https://th.bing.com/th/id/OIP.S9c-E4LSBGEopzjhAD4_fwHaHa?w=179&h=180&c=7&r=0&o=5&dpr=1.3&pid=1.7
P314,Pillow Cases (P314),Clothing,69.06,Organic Cotton,GOTS,8.2,4.3,2.58,85,107.4,2.41,High,https://th.bing.com/th/id/OIP.NkCQXKQV9hJ9whBD84RJIQHaFj?w=272&h=204&c=7&r=0&o=5&dpr=1.3&pid=1.7
P315,Recycled Phone Case (P315),Electronics,101.03,Biodegradable Plastic,Energy Star,7.8,3.7,26.46,33,42.5,8.6,Low,https://th.bing.com/th/id/OIP.CJZYqiwVUMF6KzamgGuNHwHaHa?w=188&h=188&c=7&r=0&o=5&dpr=1.3&pid=1.7
P316,Plant-Based Shampoo Bar (P316),Personal Care,15.18,Coconut Oil & Essential Oils,USDA Organic,8.4,4.6,3.4,91,88,0.54,High,https://th.bing.com/th/id/OIP.t97Oni8-BHe_985aw6sp3QHaHa?w=189&h=189&c=7&r=0&o=5&dpr=1.3&pid=1.7
P317,Reusable Straws (P317),Kitchen,24.67,Stainless Steel,USDA Organic,9.7,3.6,4.41,81,67.1,3.02,High,https://th.bing.com/th/id/OIP.CMU9IU6dn83VbuuIkT5--gHaEK?w=314&h=180&c=7&r=0&o=5&dpr=1.3&pid=1.7
P318,Bamboo Cleaning Brush (P318),Home Care,53.64,Bamboo & Sisal Bristles,EcoLabel,7.4,4.1,3.6,83,84,3.04,High,https://th.bing.com/th/id/OIP.WDIOhgac47u9grqIS0TgTwHaHa?w=216&h=216&c=7&r=0&o=5&dpr=1.3&pid=1.7
P319,Khadi Shirt (P319),Clothing,34.78,Khadi Fabric,EcoLabel,9.6,4.3,3.7,98,169.9,1.5,High,https://th.bing.com/th/id/OIP.9oUR2WYqCkw7u12W_Ofl_wHaIq?w=164&h=192&c=7&r=0&o=5&dpr=1.3&pid=1.7
P320,Reusable Mop (P320),Home Care,38.55,Recycled Plastic & Cotton,Green Seal,9.1,4,3.85,93,148.6,4.45,High,https://th.bing.com/th/id/OIP.1B36ZphL9cciJ4DwQpqpgAHaHM?w=186&h=181&c=7&r=0&o=5&dpr=1.3&pid=1.7
P321,Bamboo Hairbrush (P321),Personal Care,24.9,Bamboo & Natural Rubber,USDA Organic,9.6,4.4,3.65,93,78.6,1.21,High,https://th.bing.com/th/id/OIP.MLhquXldY3ojDqlBeji1pgHaH-?w=197&h=213&c=7&r=0&o=5&dpr=1.3&pid=1.7
P322,Stainless Steel Lunchbox (P322),Kitchen,20.63,Stainless Steel,USDA Organic,8.1,5,5.94,69,91.2,3.22,High,https://th.bing.com/th/id/OIP.PQnE1O9tRTegF9GuiZqqxAHaHa?w=194&h=194&c=7&r=0&o=5&dpr=1.3&pid=1.7
P323,Reusable Straws (P323),Kitchen,34.7,Stainless Steel,EcoLabel,9.5,3.5,2.06,75,42.6,2.57,High,https://th.bing.com/th/id/OIP.tD5tNffSLDIEtNLZhl0n7gHaHa?w=176&h=180&c=7&r=0&o=5&dpr=1.3&pid=1.7
P324,Plant-Based Shampoo Bar (P324),Personal Care,26.55,Coconut Oil & Essential Oils,USDA Organic,8.2,4.4,2.53,99,93.3,1.99,High,https://th.bing.com/th/id/OIP.6Ed3eCh1Ui0TQM3l_1Q2nQHaE8?w=282&h=188&c=7&r=0&o=5&dpr=1.3&pid=1.7
P325,Handkerchiefs (P325),Clothing,25.58,Hemp Fabric,GOTS,9,4.2,3.51,90,133.4,2.77,High,https://th.bing.com/th/id/OIP.lUwJBHPbpsOT9_M1Pnm5UwHaHW?w=182&h=181&c=7&r=0&o=5&dpr=1.3&pid=1.7
P326,Pillow Cases (P326),Clothing,26.33,Organic Cotton,EcoLabel,9.8,4.3,2.24,81,84.9,1.41,High,https://th.bing.com/th/id/OIP.LvKi6dNQ5UJIFvmVV38uLwHaHa?w=205&h=205&c=7&r=0&o=5&dpr=1.3&pid=1.7
P327,Eco-Friendly Detergent (P327),Home Care,52.77,Plant-Based Ingredients,EcoLabel,7.7,4.5,6.48,77,42.3,3.13,Medium,https://th.bing.com/th/id/OIP.GAriw5VvJWPjd1FphJm_eAHaEl?w=300&h=185&c=7&r=0&o=5&dpr=1.3&pid=1.7
P328,Seedling Tray (P328),Gardening,49.13,Biodegradable Plastic,EcoLabel,8,3.9,2.42,93,81.4,1.49,High,https://th.bing.com/th/id/OIP.hFa1oQYhq2vuo2EIUXG79AHaHa?w=179&h=180&c=7&r=0&o=5&dpr=1.3&pid=1.7
P329,Bamboo Sunglasses (P329),Travel,59.72,Bamboo & Recycled Glass,Fair Trade,9.1,4,11.57,89,41.5,2.02,High,https://th.bing.com/th/id/OIP.SlPrqcJeQL_8RDhv907higHaHa?w=268&h=201&c=7&r=0&o=5&dpr=1.3&pid=1.7
P330,Bamboo Cleaning Brush (P330),Home Care,23.59,Bamboo & Sisal Bristles,EcoLabel,8,4.2,3.7,91,98.5,2.92,Medium,https://th.bing.com/th/id/OIP.f6Yg22gdVZZtoBAJfZSI4wHaHa?w=187&h=187&c=7&r=0&o=5&dpr=1.3&pid=1.7
P331,Organic Soap Bar (P331),Personal Care,20.45,Shea Butter & Essential Oils,USDA Organic,9.4,4.1,1.19,99,86.6,1.18,High,https://th.bing.com/th/id/OIP.0Y9NhMyDDPmkAEK5OrzOiQAAAA?w=180&h=180&c=7&r=0&o=5&dpr=1.3&pid=1.7
P332,Bamboo Cutting Board (P332),Kitchen,59.9,Bamboo,EcoLabel,10,3.7,5.1,63,74.4,3.08,High,https://th.bing.com/th/id/OIP.X0uHv83wl3CyXR109kH0vwHaHa?w=192&h=192&c=7&r=0&o=5&dpr=1.3&pid=1.7
P333,Glass Food Containers (P333),Kitchen,23.09,Tempered Glass,EcoLabel,9.8,3.8,5.89,80,88.3,1.9,High,https://th.bing.com/th/id/OIP.xB79pBJhTt_KykzlMQVJKAHaHE?w=199&h=196&c=7&r=0&o=5&dpr=1.3&pid=1.7
P334,Plant-Based Shampoo Bar (P334),Personal Care,5.61,Coconut Oil & Essential Oils,Fair Trade,8.2,4.7,3.74,94,35.4,0.91,High,https://th.bing.com/th/id/OIP.4CpKpJNQZca8H6ijGZsvMAHaHa?w=176&h=180&c=7&r=0&o=5&dpr=1.3&pid=1.7
P335,Biodegradable Eraser (P335),Stationery,17.89,Natural Rubber,FSC,9.1,4.7,1.43,93,11.8,1.79,High,https://th.bing.com/th/id/OIP.prSGRYbXSiMEcre_qO34fgHaHA?w=170&h=180&c=7&r=0&o=5&dpr=1.3&pid=1.7
P336,Recycled Paper Sketchbook (P336),Stationery,19.11,Recycled Paper,EcoLabel,8.3,4,1.43,95,19.3,0.87,Medium,https://th.bing.com/th/id/OIP.QMpqZNs-mGpzOVL6I0r0JAHaKR?w=148&h=205&c=7&r=0&o=5&dpr=1.3&pid=1.7
P337,Wooden Racing Car (P337),Toys,21.12,Solid Wood,FSC,8.9,3.7,4.76,94,30,2.83,High,https://th.bing.com/th/id/OIP.ySmK7X4lcI0S-VH5mvUcPwHaE8?w=255&h=180&c=7&r=0&o=5&dpr=1.3&pid=1.7
P338,Bamboo Building Blocks (P338),Toys,41.1,Bamboo,EcoLabel,9.3,4.7,3.5,85,78.9,2.31,High,https://th.bing.com/th/id/OIP.8jpg2l-MtbNsMHjV-S_JEAHaHa?w=177&h=180&c=7&r=0&o=5&dpr=1.3&pid=1.7
P339,Cotton Saree (P339),Clothing,59.17,Organic Cotton,EcoLabel,8.1,3.5,4.82,96,176.1,2.96,Medium,https://th.bing.com/th/id/OIP.c2maEi80waCRaip8ghDyjgAAAA?w=208&h=277&c=7&r=0&o=5&dpr=1.3&pid=1.7
P340,Eco-Friendly Suitcase (P340),Travel,115.96,Recycled Polyester & Aluminum,Carbon Neutral,9.3,4,11.66,88,38.9,3.38,High,https://th.bing.com/th/id/OIP.voWqC5vZYgdIZFB3Aul9pwHaHa?w=194&h=194&c=7&r=0&o=5&dpr=1.3&pid=1.7
P341,Eco-Friendly LED Bulb (P341),Electronics,74.76,Aluminum & Recycled Glass,Carbon Neutral,8.4,4.9,17.96,45,12.3,18.6,Medium,https://th.bing.com/th/id/OIP.9I7mqitrCKlwzh_TP4cWFAHaE8?w=259&h=180&c=7&r=0&o=5&dpr=1.3&pid=1.7
P342,Bamboo Bluetooth Speaker (P342),Electronics,119.71,Bamboo & Recycled Electronics,Carbon Neutral,7.8,4.5,17.55,32,22.6,5.79,Low,https://th.bing.com/th/id/OIP.Dz9Govyyfe2BlyoFA1_F6wHaHa?w=209&h=209&c=7&r=0&o=5&dpr=1.3&pid=1.7
P343,Recycled Paper Notebook (P343),Office Supplies,5.48,Recycled Paper,EcoLabel,9.5,4.4,4.31,98,27.9,1.57,Medium,https://th.bing.com/th/id/OIP.r1VoNV4facdTbdsDHityeQHaHH?w=206&h=197&c=7&r=0&o=5&dpr=1.3&pid=1.7
P344,Wooden Racing Car (P344),Toys,42.15,Solid Wood,EcoLabel,9.2,4,4.7,97,77,2.97,High,https://th.bing.com/th/id/OIP.I5bnmmqcqG5oLF3tPDKQuwAAAA?w=267&h=191&c=7&r=0&o=5&dpr=1.3&pid=1.7
P345,Eco-Friendly Suitcase (P345),Travel,97.96,Recycled Polyester & Aluminum,Carbon Neutral,9.1,4.9,5.21,52,70,3.11,High,https://th.bing.com/th/id/OIP.KEfYjVcKEY0Sx92hdcxMGwHaEJ?w=297&h=180&c=7&r=0&o=5&dpr=1.3&pid=1.7
P346,Bamboo Cleaning Brush (P346),Home Care,26.85,Bamboo & Sisal Bristles,EcoLabel,7.5,3.8,3.45,86,55,3.36,High,https://th.bing.com/th/id/OIP.Xj6Es-rX203KZHHnDGzQZQAAAA?w=248&h=201&c=7&r=0&o=5&dpr=1.3&pid=1.7
P347,Bamboo Pen Set (P347),Office Supplies,39.27,Bamboo & Recycled Metal,EcoLabel,8.1,3.6,2.78,99,40.2,1.46,High,https://th.bing.com/th/id/OIP.3th-WaBJkDpq5TEAApsG2gHaJP?w=169&h=212&c=7&r=0&o=5&dpr=1.3&pid=1.7
P348,Recycled Paper Notebook (P348),Office Supplies,7.22,Recycled Paper,EcoLabel,8.9,4.2,3.91,87,19.7,0.95,High,https://th.bing.com/th/id/OIP.ROmAtKhgv4SJZgLb31TWQgHaFT?w=266&h=190&c=7&r=0&o=5&dpr=1.3&pid=1.7
P349,Recycled Paper Sketchbook (P349),Stationery,22.12,Recycled Paper,EcoLabel,7.7,4.9,3.88,95,10.2,1.96,High,https://th.bing.com/th/id/OIP.heW8QAAaIsRVDlWuSt4atAHaHa?w=171&h=180&c=7&r=0&o=5&dpr=1.3&pid=1.7
P350,Organic Fertilizer (P350),Gardening,11.86,Plant-Based Fertilizer,EcoLabel,7.8,4.4,2.34,94,62.8,1.8,High,https://th.bing.com/th/id/OIP.wc0DS3pwavLhyd1CgrRIAAHaHa?w=135&h=180&c=7&r=0&o=5&dpr=1.3&pid=1.7
P351,Eco-Friendly LED Bulb (P351),Electronics,146.03,Aluminum & Recycled Glass,Energy Star,6.5,4.6,14.43,47,33.2,11.14,Low,https://th.bing.com/th/id/OIP.s0d9Dy-YOuChiU92QtSObAAAAA?w=242&h=180&c=7&r=0&o=5&dpr=1.3&pid=1.7
P352,Solar-Powered Charger (P352),Electronics,148.77,Recycled Plastic & Solar Panels,Carbon Neutral,6.1,4.5,28.51,20,24.8,14.94,Medium,https://th.bing.com/th/id/OIP.fDWuBQdZhJ9OUBPJyowMygHaHa?w=199&h=198&c=7&r=0&o=5&dpr=1.3&pid=1.7
P353,Biodegradable Toothbrush (P353),Personal Care,26.6,Bamboo & Plant-Based Bristles,Fair Trade,8.9,4.7,2.2,90,44.3,0.97,High,https://th.bing.com/th/id/OIP.dm_HtHaWAYfQ1BYfdF_s0QHaE7?w=242&h=180&c=7&r=0&o=5&dpr=1.3&pid=1.7
P354,Khadi Shirt (P354),Clothing,26.42,Khadi Fabric,GOTS,8.6,4.7,4.25,96,113.2,2.38,High,https://th.bing.com/th/id/OIP.gBDu4PBbiEwXQaa-Hy7LzwHaJ4?w=208&h=277&c=7&r=0&o=5&dpr=1.3&pid=1.7
P355,Reusable Straws (P355),Kitchen,45.27,Stainless Steel,USDA Organic,9.6,4.9,3.18,78,44.5,2.39,High,https://th.bing.com/th/id/OIP.sNOLJaMe2AtkNwLn3bPrXwHaHa?w=184&h=185&c=7&r=0&o=5&dpr=1.3&pid=1.7
P356,Organic Soap Bar (P356),Personal Care,11.52,Shea Butter & Essential Oils,Fair Trade,8.6,3.7,2.06,97,46.2,1.78,High,https://th.bing.com/th/id/OIP.GZBkV-opAGJn75n7Ri21iQHaHa?w=196&h=197&c=7&r=0&o=5&dpr=1.3&pid=1.7
P357,Compostable Trash Bags (P357),Home Care,29.31,Cornstarch Bioplastic,Green Seal,7.5,4.4,6.77,92,50,5.13,Medium,https://th.bing.com/th/id/OIP.gTvX84b3YiNPbzN9gUC4-QHaHa?w=179&h=180&c=7&r=0&o=5&dpr=1.3&pid=1.7
P358,Reusable Travel Bottles (P358),Travel,67.6,Silicone & Recycled Plastic,Fair Trade,9.4,4.3,9.84,50,28.4,2.58,Medium,https://th.bing.com/th/id/OIP.2vDLWfUn9rcir5kPSbtNpgHaGC?w=225&h=184&c=7&r=0&o=5&dpr=1.3&pid=1.7
P359,Handy Travel Pouch (P359),Travel,60.84,Hemp Fabric,Carbon Neutral,9.1,4.3,12.48,50,60.8,2.52,High,https://th.bing.com/th/id/OIP.WIuSmql1g9WBlprJUJv9CgHaE7?w=265&h=180&c=7&r=0&o=5&dpr=1.3&pid=1.7
P360,Reusable Travel Bottles (P360),Travel,51.98,Silicone & Recycled Plastic,Fair Trade,9.4,4.9,11.04,88,33.7,5.89,Medium,https://th.bing.com/th/id/OIP.5TFfb4a95yJH-6R8d98bTAHaHa?w=189&h=189&c=7&r=0&o=5&dpr=1.3&pid=1.7
P361,Eco-Friendly Detergent (P361),Home Care,23.29,Plant-Based Ingredients,Green Seal,7.6,4.4,4.55,90,67.2,4.22,High,https://th.bing.com/th/id/OIP.9FgjeouLYQJDjI1jh9tYxwHaEK?w=324&h=182&c=7&r=0&o=5&dpr=1.3&pid=1.7
P362,Recycled Phone Case (P362),Electronics,76.25,Biodegradable Plastic,Energy Star,8.7,3.9,22.43,36,11.2,14.89,Medium,https://th.bing.com/th/id/OIP.2kAd6lpUWmdfSlNm0lNtSQHaEK?w=308&h=180&c=7&r=0&o=5&dpr=1.3&pid=1.7
P363,Reusable Mop (P363),Home Care,44.56,Recycled Plastic & Cotton,Green Seal,9.1,3.7,3.13,76,42.2,4.48,Medium,https://th.bing.com/th/id/OIP.IA3gNV9rKvEM0rRNGZiSegHaHa?w=179&h=180&c=7&r=0&o=5&dpr=1.3&pid=1.7
P364,Eco-Friendly Detergent (P364),Home Care,16.5,Plant-Based Ingredients,EcoLabel,7.4,4.3,6.1,82,141.9,3.03,Medium,https://ts1.mm.bing.net/th?id=OIP.8KUEWKRKYCMuEIEocl2HegHaFc&pid=15.1
P365,Compost Bin (P365),Gardening,44.55,Recycled Plastic,FSC,9.9,4.5,1.93,91,47.5,0.54,High,https://th.bing.com/th/id/OIP.TQXuSe4ws9Ukq0r3TvpAJAHaHa?w=193&h=194&c=7&r=0&o=5&dpr=1.3&pid=1.7
P366,Recycled Paper Notebook (P366),Office Supplies,25.67,Recycled Paper,FSC,8.5,4.1,1.28,88,38.5,1.26,High,https://th.bing.com/th/id/OIP.TQXuSe4ws9Ukq0r3TvpAJAHaHa?w=193&h=194&c=7&r=0&o=5&dpr=1.3&pid=1.7
P367,Stainless Steel Lunchbox (P367),Kitchen,70.5,Stainless Steel,USDA Organic,9.4,4.5,4.2,61,94.5,2.99,High,https://th.bing.com/th/id/OIP.b79pTW29gA_0xeDAxw8VZwHaHa?w=202&h=202&c=7&r=0&o=5&dpr=1.3&pid=1.7
P368,Eco-Friendly Suitcase (P368),Travel,77.2,Recycled Polyester & Aluminum,Carbon Neutral,8.7,3.9,14.81,89,49.1,5.68,High,https://th.bing.com/th/id/OIP.eNwHL414qUi-o42OTV0fHgHaHa?w=219&h=219&c=7&r=0&o=5&dpr=1.3&pid=1.7
P369,Eco-Friendly Detergent (P369),Home Care,57.15,Plant-Based Ingredients,Green Seal,8.5,4.8,4.2,81,101.4,4.88,Medium,https://th.bing.com/th/id/OIP.Q6EtTgkLixnleaubIldNhAHaHZ?w=186&h=185&c=7&r=0&o=5&dpr=1.3&pid=1.7
P370,Plant-Based Shampoo Bar (P370),Personal Care,7.92,Coconut Oil & Essential Oils,Fair Trade,8.5,4.4,2.87,95,61.5,1.88,High,https://th.bing.com/th/id/OIP.6Ed3eCh1Ui0TQM3l_1Q2nQHaE8?w=274&h=183&c=7&r=0&o=5&dpr=1.3&pid=1.7
P371,Recycled Paper Notebook (P371),Office Supplies,5.72,Recycled Paper,EcoLabel,8.3,4.8,1.4,87,46.9,2.37,Medium,https://th.bing.com/th/id/OIP.IBe4BaxlYNOSTVY0bnjAJQAAAA?w=277&h=208&c=7&r=0&o=5&dpr=1.3&pid=1.77
P372,Eco-Friendly Detergent (P372),Home Care,59.33,Plant-Based Ingredients,EcoLabel,8.7,3.6,6.55,81,112.1,4.77,High,https://th.bing.com/th/id/OIP.viXuDnbYNnb7FiDdMIBmEwHaEK?w=298&h=180&c=7&r=0&o=5&dpr=1.3&pid=1.7
P373,Bamboo Hairbrush (P373),Personal Care,21.57,Bamboo & Natural Rubber,Fair Trade,9.4,4.5,3.73,95,54.7,0.58,High,https://th.bing.com/th/id/OIP.T-5GMlItBpUXYqsqNgtNCgHaHa?w=206&h=206&c=7&r=0&o=5&dpr=1.3&pid=1.7
P374,Glass Food Containers (P374),Kitchen,20.11,Tempered Glass,EcoLabel,9.9,4.2,4.7,87,51.3,3.47,High,https://th.bing.com/th/id/OIP.Qml4AL5j-5ulfed5EniYPQHaGI?w=247&h=205&c=7&r=0&o=5&dpr=1.3&pid=1.7
P375,Stainless Steel Lunchbox (P375),Kitchen,78.12,Stainless Steel,USDA Organic,8.3,4.1,3.68,85,37.6,3.9,High,https://th.bing.com/th/id/OIP.T1BECBFXEssGXDajIdgrzQHaFj?w=263&h=197&c=7&r=0&o=5&dpr=1.3&pid=1.7
P376,Reusable Straws (P376),Kitchen,33.33,Stainless Steel,USDA Organic,9.7,4.9,3,76,37.1,3.76,High,https://th.bing.com/th/id/OIP._9B2fkmA5auJUC1ORqCJOwHaHa?w=186&h=186&c=7&r=0&o=5&dpr=1.3&pid=1.7
P377,Organic Soap Bar (P377),Personal Care,27.17,Shea Butter & Essential Oils,Fair Trade,8.8,4.7,3.74,98,88.3,1.06,High,https://th.bing.com/th/id/OIP.mI8H54FhRUdnwdYyYm-8WwHaHa?w=193&h=193&c=7&r=0&o=5&dpr=1.3&pid=1.7
P378,Eco-Friendly Highlighters (P378),Stationery,14.16,Plant-Based Plastic,FSC,7.4,4.4,1.85,89,40.3,1.57,Medium,https://th.bing.com/th/id/OIP.FDLmgnin8M46pUVBudW3-AHaHa?w=214&h=213&c=7&r=0&o=5&dpr=1.3&pid=1.7
